card_id,date_key,product_key,country_card_key,country_merchant_key,mcg_key,eligible_transactions,eligible_amount,theoretical_cashback,final_cashback,savings_due_to_cap,cap_status
76617966,202405,1,4,3,2,1,74.8,5.24,5.24,0.0,Dentro del Tope
89304072,202405,1,4,11,13,1,105.6,7.39,5.59,1.8,Con Tope Aplicado
93806905,202405,1,4,5,8,1,73.5,5.15,3.78,1.37,Con Tope Aplicado
63648863,202405,1,4,17,2,1,55.4,3.88,3.88,0.0,Dentro del Tope
97318846,202405,2,4,11,2,1,16.3,1.14,1.14,0.0,Dentro del Tope
11716603,202405,2,4,3,1,1,71.5,5.01,2.32,2.69,Con Tope Aplicado
72401789,202405,3,4,5,1,1,166.3,11.64,8.47,3.17,Con Tope Aplicado
87763477,202405,1,4,1,10,1,34.4,2.41,1.76,0.65,Con Tope Aplicado
44707287,202405,1,4,5,11,1,84.3,5.9,5.37,0.53,Con Tope Aplicado
37000644,202405,5,4,3,4,1,1047.6,73.33,2.9,70.43,Con Tope Aplicado
45960978,202405,4,4,1,3,1,666.7,46.67,3.39,43.28,Con Tope Aplicado
38721629,202405,3,4,5,2,1,144.9,10.14,4.71,5.43,Con Tope Aplicado
91433331,202405,4,4,10,3,1,2073.2,145.12,27.31,117.82,Con Tope Aplicado
63857680,202405,5,4,6,7,1,2083.0,145.81,9.07,136.74,Con Tope Aplicado
98598416,202405,2,4,11,8,1,171.4,12.0,6.33,5.67,Con Tope Aplicado
93281405,202405,2,4,15,2,1,192.0,13.44,7.6,5.84,Con Tope Aplicado
54441853,202405,1,4,5,2,1,129.6,9.07,9.07,0.0,Dentro del Tope
70589635,202405,4,4,11,14,1,995.9,69.71,12.88,56.84,Con Tope Aplicado
45590599,202405,4,4,3,9,1,750.4,52.53,3.72,48.81,Con Tope Aplicado
45543408,202405,1,4,5,3,1,51.4,3.6,3.6,0.0,Dentro del Tope
95766996,202405,3,4,1,4,1,369.6,25.87,12.4,13.47,Con Tope Aplicado
43449508,202405,1,4,5,3,1,118.8,8.32,8.32,0.0,Dentro del Tope
99395673,202405,3,4,7,4,1,156.5,10.96,7.05,3.91,Con Tope Aplicado
92108611,202405,1,4,11,19,1,133.3,9.33,6.92,2.41,Con Tope Aplicado
13509576,202405,2,4,7,2,1,66.1,4.63,1.56,3.07,Con Tope Aplicado
51758205,202405,1,4,5,2,1,21.6,1.51,1.51,0.0,Dentro del Tope
54212090,202405,1,4,7,2,1,14.2,0.99,0.99,0.0,Dentro del Tope
28099044,202405,5,4,7,1,1,805.5,56.39,2.24,54.14,Con Tope Aplicado
99333034,202405,3,4,11,1,1,115.9,8.11,2.75,5.36,Con Tope Aplicado
60806274,202405,2,4,15,3,1,93.4,6.54,2.52,4.02,Con Tope Aplicado
31978719,202405,1,4,5,3,1,49.9,3.49,3.49,0.0,Dentro del Tope
62286062,202405,1,4,1,5,1,133.8,9.37,9.36,0.0,Dentro del Tope
33839963,202405,4,4,3,7,1,1425.3,99.77,10.82,88.95,Con Tope Aplicado
94451736,202405,2,4,3,1,1,96.6,6.76,6.76,0.0,Dentro del Tope
15682166,202405,2,4,3,1,2,431.8,30.23,12.73,17.5,Con Tope Aplicado
22925868,202405,2,4,11,1,1,154.3,10.8,6.74,4.06,Con Tope Aplicado
78930857,202405,1,4,1,8,1,196.4,13.75,8.7,5.05,Con Tope Aplicado
40028268,202405,1,4,5,1,1,63.4,4.44,3.56,0.87,Con Tope Aplicado
30068085,202405,1,4,15,3,1,27.0,1.89,1.69,0.2,Con Tope Aplicado
89138010,202405,1,4,15,3,1,47.0,3.29,3.29,0.0,Dentro del Tope
16750167,202405,1,4,13,6,1,52.1,3.65,3.65,0.0,Dentro del Tope
19462997,202405,2,4,11,10,1,202.3,14.16,11.02,3.14,Con Tope Aplicado
88023409,202405,3,4,7,11,1,89.6,6.27,2.53,3.74,Con Tope Aplicado
58574543,202405,2,4,1,2,1,124.2,8.69,6.83,1.86,Con Tope Aplicado
85371698,202405,4,4,3,3,1,56.4,3.95,0.68,3.27,Con Tope Aplicado
30580610,202405,5,4,13,2,1,1238.4,86.69,11.7,74.99,Con Tope Aplicado
85143745,202405,1,4,1,10,1,120.8,8.46,8.46,0.0,Dentro del Tope
14003396,202405,2,4,3,4,1,299.8,20.99,16.72,4.27,Con Tope Aplicado
54159951,202405,2,4,6,5,1,181.8,12.73,9.86,2.86,Con Tope Aplicado
51625949,202405,3,4,7,1,1,93.0,6.51,3.8,2.71,Con Tope Aplicado
84509727,202405,4,4,1,2,1,512.0,35.84,4.22,31.62,Con Tope Aplicado
97839022,202405,1,4,15,3,1,92.7,6.49,5.44,1.05,Con Tope Aplicado
55954223,202405,1,4,11,3,1,123.4,8.64,8.64,0.0,Dentro del Tope
43164062,202405,2,4,13,20,1,150.1,10.51,8.77,1.74,Con Tope Aplicado
55045253,202405,4,4,3,4,1,710.7,49.75,5.54,44.2,Con Tope Aplicado
81788094,202405,1,4,3,1,1,49.5,3.47,3.47,0.0,Dentro del Tope
37187193,202405,1,4,1,3,1,181.4,12.7,10.67,2.03,Con Tope Aplicado
74108179,202405,2,4,7,2,1,105.9,7.41,5.21,2.2,Con Tope Aplicado
21748213,202405,1,4,5,11,1,86.7,6.07,6.07,0.0,Dentro del Tope
51759697,202405,1,4,7,2,1,85.5,5.99,5.98,0.0,Dentro del Tope
26845256,202405,3,4,3,1,1,161.3,11.29,6.07,5.23,Con Tope Aplicado
56326888,202405,4,4,3,10,1,509.7,35.68,4.23,31.45,Con Tope Aplicado
37992545,202405,5,4,3,1,1,673.0,47.11,5.28,41.83,Con Tope Aplicado
78720090,202405,2,4,9,1,1,79.2,5.54,3.71,1.83,Con Tope Aplicado
17115883,202405,1,4,16,2,1,38.2,2.67,2.67,0.0,Dentro del Tope
48302107,202405,3,4,11,10,1,30.1,2.11,1.25,0.86,Con Tope Aplicado
50250330,202405,1,4,11,2,1,68.7,4.81,4.81,0.0,Dentro del Tope
72723270,202405,1,4,14,1,1,52.8,3.7,3.45,0.25,Con Tope Aplicado
28669171,202405,1,4,15,2,1,70.3,4.92,4.45,0.47,Con Tope Aplicado
69352477,202405,2,4,15,9,1,338.2,23.67,8.64,15.04,Con Tope Aplicado
35183528,202405,1,4,15,1,1,33.1,2.32,2.3,0.02,Con Tope Aplicado
71559698,202405,1,4,11,1,1,112.4,7.87,7.87,0.0,Dentro del Tope
84410176,202405,1,4,11,3,1,61.3,4.29,4.29,0.0,Dentro del Tope
83547562,202405,5,4,3,2,1,1200.9,84.06,4.34,79.73,Con Tope Aplicado
78140552,202405,2,4,15,12,1,279.1,19.54,19.54,0.0,Dentro del Tope
23083830,202405,3,4,7,1,1,339.8,23.79,10.62,13.16,Con Tope Aplicado
26937426,202405,2,4,2,5,1,151.9,10.63,8.1,2.53,Con Tope Aplicado
90163218,202405,2,4,5,9,1,397.4,27.82,15.06,12.75,Con Tope Aplicado
46457256,202405,1,4,10,8,1,31.4,2.2,2.2,0.0,Dentro del Tope
20846880,202405,1,4,1,2,1,47.2,3.3,3.3,0.0,Dentro del Tope
11381021,202405,4,4,1,1,1,183.5,12.85,4.06,8.78,Con Tope Aplicado
96613246,202405,1,4,11,4,1,184.6,12.92,9.96,2.96,Con Tope Aplicado
77894666,202405,1,4,11,6,1,77.4,5.42,5.42,0.0,Dentro del Tope
64694228,202405,2,4,13,1,1,83.2,5.82,5.82,0.0,Dentro del Tope
23139715,202405,5,4,13,1,1,1536.0,107.52,5.3,102.22,Con Tope Aplicado
78361922,202405,2,4,11,5,1,125.1,8.76,8.76,0.0,Dentro del Tope
98109244,202405,2,4,17,1,1,307.7,21.54,14.69,6.85,Con Tope Aplicado
29834286,202405,3,4,3,8,1,429.6,30.07,8.04,22.03,Con Tope Aplicado
77704793,202405,2,4,11,3,1,160.8,11.26,6.04,5.22,Con Tope Aplicado
44755920,202405,1,4,1,5,1,9.5,0.67,0.67,0.0,Dentro del Tope
13749124,202405,1,4,3,7,1,127.6,8.93,8.93,0.0,Dentro del Tope
83172203,202405,2,4,9,8,1,133.8,9.37,9.37,0.0,Dentro del Tope
38434149,202405,1,4,3,3,1,156.6,10.96,10.73,0.23,Con Tope Aplicado
57043743,202405,2,4,11,4,1,252.4,17.67,17.02,0.65,Con Tope Aplicado
41267489,202405,3,4,5,9,1,125.1,8.76,2.48,6.27,Con Tope Aplicado
96637442,202405,1,4,11,2,1,29.5,2.07,2.06,0.0,Dentro del Tope
66833432,202405,3,4,11,7,1,112.2,7.85,4.64,3.22,Con Tope Aplicado
53019441,202405,2,4,1,1,2,350.2,24.51,21.71,2.81,Con Tope Aplicado
44912848,202405,1,4,5,4,1,110.1,7.71,7.71,0.0,Dentro del Tope
32552842,202405,2,4,14,1,1,110.9,7.76,2.43,5.34,Con Tope Aplicado
35442754,202405,1,4,1,10,1,62.5,4.38,4.38,0.0,Dentro del Tope
74185800,202405,4,4,13,7,1,999.2,69.94,5.34,64.61,Con Tope Aplicado
74523911,202405,1,4,11,8,1,143.2,10.02,7.28,2.74,Con Tope Aplicado
13952204,202405,1,4,11,1,1,22.8,1.6,1.6,0.0,Dentro del Tope
73447078,202405,1,4,3,8,1,124.8,8.74,7.75,0.99,Con Tope Aplicado
63702834,202405,3,4,15,2,1,821.8,57.53,25.23,32.29,Con Tope Aplicado
47407448,202405,4,4,16,11,1,1183.9,82.87,5.28,77.6,Con Tope Aplicado
91723847,202405,1,4,1,11,1,92.0,6.44,3.86,2.58,Con Tope Aplicado
43155100,202405,3,4,5,6,1,196.4,13.75,6.06,7.69,Con Tope Aplicado
54159951,202405,2,4,10,2,1,142.5,9.98,7.73,2.24,Con Tope Aplicado
46738531,202405,5,4,10,6,1,1798.5,125.9,7.73,118.16,Con Tope Aplicado
31007215,202405,2,4,3,8,1,175.2,12.26,12.26,0.0,Dentro del Tope
64510597,202405,2,4,13,5,1,15.4,1.08,1.08,0.0,Dentro del Tope
69352477,202405,2,4,13,1,1,371.5,26.01,9.49,16.52,Con Tope Aplicado
83697853,202405,5,4,8,6,1,245.7,17.2,1.35,15.85,Con Tope Aplicado
48526370,202405,1,4,5,4,1,16.3,1.14,1.14,0.0,Dentro del Tope
58778791,202405,2,4,14,4,1,30.5,2.14,2.13,0.0,Dentro del Tope
87885474,202405,2,4,11,14,1,64.2,4.49,3.75,0.75,Con Tope Aplicado
46995762,202405,4,4,1,5,1,566.6,39.66,3.34,36.32,Con Tope Aplicado
32539054,202405,3,4,3,5,1,167.2,11.7,3.7,8.0,Con Tope Aplicado
90122246,202405,3,4,5,7,1,254.7,17.83,8.7,9.13,Con Tope Aplicado
62752505,202405,3,4,7,8,1,525.6,36.79,17.83,18.97,Con Tope Aplicado
77635426,202405,3,4,3,1,1,247.5,17.33,9.85,7.48,Con Tope Aplicado
33295015,202405,1,4,11,4,1,154.5,10.82,8.69,2.13,Con Tope Aplicado
12656592,202405,2,4,3,4,1,39.9,2.79,1.61,1.18,Con Tope Aplicado
73622453,202405,4,4,3,7,1,1504.5,105.32,10.78,94.53,Con Tope Aplicado
38373287,202405,3,4,3,8,1,169.3,11.85,7.34,4.51,Con Tope Aplicado
76599259,202405,3,4,5,2,1,212.4,14.87,8.85,6.02,Con Tope Aplicado
73724605,202405,2,4,1,6,1,41.1,2.88,2.88,0.0,Dentro del Tope
71494804,202405,2,4,3,13,1,113.5,7.95,7.12,0.83,Con Tope Aplicado
63506727,202405,2,4,7,1,1,79.7,5.58,2.89,2.69,Con Tope Aplicado
32798422,202405,4,4,3,6,1,146.4,10.25,1.01,9.24,Con Tope Aplicado
24371089,202405,5,4,5,5,1,1439.7,100.78,7.11,93.67,Con Tope Aplicado
22330419,202405,1,4,11,3,1,34.8,2.44,1.67,0.77,Con Tope Aplicado
61651918,202405,1,4,5,4,1,34.6,2.42,2.42,0.0,Dentro del Tope
31499387,202405,1,4,15,11,1,152.2,10.65,10.65,0.0,Dentro del Tope
35652768,202405,1,4,3,4,1,58.2,4.07,4.07,0.0,Dentro del Tope
75811583,202405,4,4,15,4,1,1036.9,72.58,12.75,59.83,Con Tope Aplicado
83702424,202405,2,4,11,3,1,127.2,8.9,8.9,0.0,Dentro del Tope
55663597,202405,1,4,11,9,1,120.6,8.44,5.66,2.79,Con Tope Aplicado
31634138,202405,3,4,13,1,1,75.4,5.28,1.67,3.61,Con Tope Aplicado
13868228,202405,5,4,1,1,1,925.5,64.79,3.48,61.31,Con Tope Aplicado
37437034,202405,1,4,1,1,2,86.5,6.06,5.8,0.26,Con Tope Aplicado
39919942,202405,1,4,1,4,1,75.8,5.31,5.31,0.0,Dentro del Tope
31979329,202405,2,4,11,2,1,127.4,8.92,6.61,2.31,Con Tope Aplicado
50575598,202405,4,4,5,1,1,678.4,47.49,4.57,42.91,Con Tope Aplicado
93458198,202405,1,4,1,7,1,61.9,4.33,3.97,0.37,Con Tope Aplicado
67782565,202405,3,4,15,1,1,131.6,9.21,5.62,3.6,Con Tope Aplicado
49147632,202405,5,4,2,8,1,854.7,59.83,5.25,54.58,Con Tope Aplicado
38473773,202405,1,4,13,1,1,19.0,1.33,1.26,0.07,Con Tope Aplicado
80339194,202405,5,4,13,1,2,1319.4,92.36,4.74,87.62,Con Tope Aplicado
54880635,202405,3,4,3,10,1,213.9,14.97,14.97,0.0,Dentro del Tope
85228625,202405,3,4,5,4,1,24.0,1.68,0.49,1.19,Con Tope Aplicado
60617822,202405,3,4,11,4,1,107.1,7.5,5.92,1.58,Con Tope Aplicado
81681285,202405,2,4,11,1,1,110.7,7.75,5.19,2.56,Con Tope Aplicado
24205240,202405,3,4,1,5,1,285.3,19.97,4.18,15.8,Con Tope Aplicado
37165165,202405,4,4,5,8,1,1401.3,98.09,10.1,87.99,Con Tope Aplicado
92355613,202405,2,4,15,1,1,71.7,5.02,1.89,3.13,Con Tope Aplicado
52200508,202405,1,4,11,8,1,62.6,4.38,4.38,0.0,Dentro del Tope
59827677,202405,2,4,11,22,1,159.6,11.17,5.69,5.48,Con Tope Aplicado
55104015,202405,1,4,6,3,1,64.7,4.53,2.15,2.38,Con Tope Aplicado
71225382,202405,3,4,7,4,1,120.3,8.42,4.88,3.55,Con Tope Aplicado
20338703,202405,3,4,11,7,1,138.2,9.67,1.76,7.91,Con Tope Aplicado
78014495,202405,1,4,15,15,1,28.3,1.98,1.98,0.0,Dentro del Tope
54796347,202405,1,4,11,2,1,151.6,10.61,7.76,2.85,Con Tope Aplicado
39792680,202405,1,4,5,4,1,163.6,11.45,11.45,0.0,Dentro del Tope
21399672,202405,1,4,5,1,1,61.9,4.33,4.33,0.0,Dentro del Tope
92189982,202405,1,4,1,1,1,85.4,5.98,3.68,2.3,Con Tope Aplicado
65691001,202405,2,4,11,1,1,155.3,10.87,3.58,7.29,Con Tope Aplicado
83694694,202405,1,4,3,1,1,78.3,5.48,3.5,1.98,Con Tope Aplicado
88961571,202405,1,4,1,2,1,36.8,2.58,2.51,0.06,Con Tope Aplicado
22549312,202405,4,4,11,1,1,1396.6,97.76,7.02,90.74,Con Tope Aplicado
66714373,202405,2,4,3,11,1,174.1,12.19,5.43,6.76,Con Tope Aplicado
14451548,202405,1,4,5,1,1,119.0,8.33,8.33,0.0,Dentro del Tope
61101277,202405,3,4,13,16,1,228.9,16.02,7.79,8.24,Con Tope Aplicado
34938999,202405,2,4,13,2,1,527.0,36.89,21.19,15.71,Con Tope Aplicado
41660180,202405,3,4,2,6,1,338.8,23.72,8.79,14.92,Con Tope Aplicado
93727656,202405,3,4,16,2,1,30.2,2.11,0.66,1.46,Con Tope Aplicado
74305670,202405,4,4,10,3,1,1093.3,76.53,4.31,72.22,Con Tope Aplicado
29972708,202405,1,4,15,5,1,38.2,2.67,2.67,0.0,Dentro del Tope
81326207,202405,3,4,17,4,1,13.4,0.94,0.89,0.05,Con Tope Aplicado
27499513,202405,1,4,11,2,1,73.1,5.12,5.12,0.0,Dentro del Tope
52321040,202405,2,4,15,9,1,88.4,6.19,6.19,0.0,Dentro del Tope
80583384,202405,2,4,3,3,1,139.0,9.73,9.73,0.0,Dentro del Tope
31978719,202405,1,4,15,1,2,199.6,13.97,13.97,0.0,Dentro del Tope
38758635,202405,2,4,11,3,2,741.2,51.88,29.45,22.44,Con Tope Aplicado
42654171,202405,1,4,1,14,1,40.5,2.84,2.84,0.0,Dentro del Tope
26210528,202405,2,4,3,1,1,60.4,4.23,3.85,0.38,Con Tope Aplicado
90234017,202405,3,4,5,23,1,533.6,37.35,21.2,16.16,Con Tope Aplicado
41153058,202405,2,4,5,1,1,46.4,3.25,2.25,1.0,Con Tope Aplicado
60007684,202405,1,4,13,11,1,97.6,6.83,6.82,0.02,Con Tope Aplicado
71805550,202405,2,4,11,2,1,139.5,9.77,6.28,3.48,Con Tope Aplicado
27412944,202405,2,4,3,6,1,20.4,1.43,0.41,1.01,Con Tope Aplicado
54963594,202405,3,4,15,4,1,105.9,7.41,3.49,3.92,Con Tope Aplicado
90697365,202405,2,4,13,13,1,72.0,5.04,2.03,3.01,Con Tope Aplicado
66150722,202405,1,4,3,2,1,17.0,1.19,1.19,0.0,Dentro del Tope
97420879,202405,1,4,13,2,1,162.7,11.39,8.53,2.86,Con Tope Aplicado
61927335,202405,2,4,11,3,1,85.6,5.99,5.99,0.0,Dentro del Tope
87812535,202405,2,4,1,1,1,72.0,5.04,5.04,0.0,Dentro del Tope
80438522,202405,3,4,11,1,1,152.7,10.69,2.59,8.1,Con Tope Aplicado
89512511,202405,4,4,2,5,1,998.1,69.87,8.74,61.13,Con Tope Aplicado
62488870,202405,3,4,5,1,2,555.0,38.85,11.47,27.38,Con Tope Aplicado
70076393,202405,4,4,11,4,1,195.3,13.67,1.68,11.99,Con Tope Aplicado
10908735,202405,1,4,3,8,1,47.2,3.3,2.01,1.29,Con Tope Aplicado
97687575,202405,3,4,15,1,1,85.5,5.99,4.33,1.66,Con Tope Aplicado
75502491,202405,4,4,11,1,1,460.6,32.24,3.96,28.28,Con Tope Aplicado
11220714,202405,1,4,3,1,1,17.3,1.21,1.21,0.0,Dentro del Tope
28537924,202405,4,4,11,10,1,190.1,13.31,3.12,10.18,Con Tope Aplicado
34859186,202405,3,4,11,3,1,9.5,0.67,0.26,0.41,Con Tope Aplicado
57146746,202405,2,4,11,3,1,111.3,7.79,4.81,2.98,Con Tope Aplicado
87501871,202405,3,4,5,4,1,78.4,5.49,1.63,3.86,Con Tope Aplicado
18226742,202405,2,4,1,2,1,134.5,9.42,5.41,4.01,Con Tope Aplicado
11663306,202405,2,4,3,3,1,88.5,6.2,3.16,3.04,Con Tope Aplicado
30328021,202405,2,4,14,9,1,313.4,21.94,11.8,10.14,Con Tope Aplicado
47245763,202405,2,4,3,1,1,58.1,4.07,2.29,1.78,Con Tope Aplicado
40178906,202405,2,4,11,5,1,208.4,14.59,7.75,6.84,Con Tope Aplicado
74966009,202405,1,4,1,4,1,44.7,3.13,3.13,0.0,Dentro del Tope
31436304,202405,2,4,7,1,1,182.2,12.75,7.2,5.56,Con Tope Aplicado
95323605,202405,4,4,1,13,1,915.6,64.09,9.59,54.51,Con Tope Aplicado
39440011,202405,2,4,1,7,1,336.9,23.58,9.24,14.35,Con Tope Aplicado
53462733,202405,3,4,13,5,1,182.0,12.74,3.38,9.36,Con Tope Aplicado
92119911,202405,1,4,15,4,2,91.4,6.4,5.25,1.15,Con Tope Aplicado
86847354,202405,3,4,15,1,1,366.2,25.63,8.59,17.04,Con Tope Aplicado
44912848,202405,1,4,13,1,1,58.5,4.1,4.1,0.0,Dentro del Tope
72479417,202405,4,4,11,3,1,684.7,47.93,2.74,45.19,Con Tope Aplicado
14350155,202405,5,4,1,3,1,1278.2,89.47,22.28,67.2,Con Tope Aplicado
17920710,202405,1,4,15,3,1,106.6,7.46,7.46,0.0,Dentro del Tope
82571384,202405,1,4,5,5,1,1.2,0.08,0.07,0.01,Con Tope Aplicado
69352477,202405,2,4,1,6,1,21.9,1.53,0.56,0.97,Con Tope Aplicado
10570030,202405,1,4,11,2,1,146.4,10.25,6.23,4.02,Con Tope Aplicado
73611958,202405,4,4,1,13,1,1124.1,78.69,7.88,70.81,Con Tope Aplicado
62743433,202405,4,4,3,2,1,494.6,34.62,5.14,29.49,Con Tope Aplicado
38044176,202405,1,4,13,25,1,95.7,6.7,6.7,0.0,Dentro del Tope
42482072,202405,5,4,1,6,1,1652.6,115.68,6.31,109.37,Con Tope Aplicado
46997959,202405,4,4,9,6,1,873.8,61.17,9.4,51.76,Con Tope Aplicado
70695015,202405,5,4,17,6,1,1993.7,139.56,7.42,132.14,Con Tope Aplicado
34859186,202405,3,4,13,11,1,331.2,23.18,8.92,14.27,Con Tope Aplicado
95822916,202405,2,4,1,8,1,98.0,6.86,5.33,1.53,Con Tope Aplicado
68802330,202405,4,4,3,11,1,359.9,25.19,7.31,17.88,Con Tope Aplicado
41465024,202405,4,4,11,9,1,631.2,44.18,11.45,32.73,Con Tope Aplicado
30890904,202405,1,4,5,2,1,31.4,2.2,2.2,0.0,Dentro del Tope
75659011,202405,1,4,5,1,1,51.6,3.61,3.56,0.05,Con Tope Aplicado
32813592,202405,2,4,13,3,1,121.7,8.52,4.19,4.32,Con Tope Aplicado
33629220,202405,1,4,11,1,2,182.8,12.8,12.8,0.0,Dentro del Tope
16620348,202405,1,4,3,5,1,19.7,1.38,1.12,0.26,Con Tope Aplicado
91725819,202405,1,4,3,11,1,75.2,5.26,5.27,0.0,Dentro del Tope
86434633,202405,3,4,7,1,1,98.6,6.9,3.14,3.76,Con Tope Aplicado
95942152,202405,1,4,13,2,1,84.7,5.93,5.93,0.0,Dentro del Tope
30594242,202405,1,4,11,1,1,124.5,8.72,8.71,0.0,Dentro del Tope
55507369,202405,4,4,11,2,1,1293.4,90.54,5.95,84.59,Con Tope Aplicado
37154649,202405,2,4,1,3,1,77.2,5.4,4.19,1.21,Con Tope Aplicado
98598416,202405,2,4,1,5,1,78.4,5.49,2.89,2.59,Con Tope Aplicado
17685965,202405,1,4,2,2,1,138.3,9.68,9.68,0.0,Dentro del Tope
51166949,202405,2,4,1,3,1,189.5,13.27,8.01,5.25,Con Tope Aplicado
27799099,202405,2,4,11,20,1,238.7,16.71,7.54,9.16,Con Tope Aplicado
17736261,202405,3,4,13,1,1,82.0,5.74,3.67,2.07,Con Tope Aplicado
80027936,202405,2,4,3,6,1,39.9,2.79,1.44,1.36,Con Tope Aplicado
22925868,202405,2,4,5,3,1,280.6,19.64,12.27,7.38,Con Tope Aplicado
86245256,202405,1,4,7,1,1,75.6,5.29,5.29,0.0,Dentro del Tope
44567015,202405,2,4,1,3,1,168.9,11.82,6.41,5.41,Con Tope Aplicado
68475213,202405,1,4,16,2,1,53.5,3.75,2.17,1.57,Con Tope Aplicado
54747505,202405,1,4,7,5,1,37.5,2.63,2.63,0.0,Dentro del Tope
32285758,202405,1,4,3,1,1,36.2,2.53,1.77,0.76,Con Tope Aplicado
56072403,202405,1,4,5,3,1,89.3,6.25,6.25,0.0,Dentro del Tope
42328790,202405,1,4,3,5,1,7.3,0.51,0.36,0.15,Con Tope Aplicado
87365006,202405,4,4,15,2,1,871.9,61.03,9.06,51.98,Con Tope Aplicado
56307846,202405,1,4,1,1,1,34.6,2.42,2.09,0.33,Con Tope Aplicado
94556247,202405,2,4,11,3,1,122.9,8.6,3.9,4.7,Con Tope Aplicado
79882595,202405,5,4,15,4,1,2763.1,193.42,12.06,181.36,Con Tope Aplicado
10018022,202405,4,4,16,1,1,124.4,8.71,1.14,7.56,Con Tope Aplicado
31429238,202405,1,4,1,2,1,89.2,6.24,6.24,0.0,Dentro del Tope
25564312,202405,2,4,7,6,1,100.0,7.0,4.55,2.45,Con Tope Aplicado
75027956,202405,3,4,3,8,1,80.1,5.61,2.66,2.95,Con Tope Aplicado
25474020,202405,1,4,3,3,1,160.2,11.21,11.21,0.0,Dentro del Tope
89556255,202405,2,4,1,1,1,44.8,3.14,2.86,0.27,Con Tope Aplicado
14684322,202405,1,4,1,11,1,53.1,3.72,3.72,0.0,Dentro del Tope
86333091,202405,2,4,5,4,1,300.1,21.01,16.0,5.01,Con Tope Aplicado
32446804,202405,2,4,11,1,1,104.9,7.34,6.26,1.08,Con Tope Aplicado
10009282,202405,1,4,3,5,1,201.7,14.12,12.92,1.19,Con Tope Aplicado
44477140,202405,1,4,1,2,1,101.5,7.11,7.11,0.0,Dentro del Tope
81640583,202405,3,4,1,6,1,806.6,56.46,14.57,41.9,Con Tope Aplicado
93477131,202405,1,4,11,5,1,107.1,7.5,7.5,0.0,Dentro del Tope
55646135,202405,3,4,15,2,1,128.1,8.97,3.35,5.61,Con Tope Aplicado
61735856,202405,5,4,11,1,1,580.7,40.65,1.76,38.89,Con Tope Aplicado
93642472,202405,1,4,3,5,1,59.4,4.16,4.16,0.0,Dentro del Tope
83286750,202405,1,4,3,8,1,41.3,2.89,2.85,0.04,Con Tope Aplicado
59458832,202405,4,4,11,1,1,1470.6,102.94,7.69,95.26,Con Tope Aplicado
92284130,202405,1,4,3,8,1,60.0,4.2,4.2,0.0,Dentro del Tope
93304318,202405,2,4,10,4,1,37.6,2.63,2.63,0.0,Dentro del Tope
76094532,202405,3,4,1,6,1,317.7,22.24,9.53,12.71,Con Tope Aplicado
48215821,202405,1,4,3,5,1,28.8,2.02,2.02,0.0,Dentro del Tope
48223098,202405,2,4,3,1,1,111.1,7.78,3.33,4.45,Con Tope Aplicado
80506009,202405,4,4,1,1,1,716.3,50.14,10.21,39.93,Con Tope Aplicado
26221968,202405,2,4,12,3,1,379.0,26.53,26.53,0.0,Dentro del Tope
37741132,202405,1,4,3,2,1,33.2,2.32,2.32,0.0,Dentro del Tope
74775530,202405,2,4,1,7,1,26.8,1.88,0.93,0.95,Con Tope Aplicado
37988984,202405,2,4,15,2,1,55.3,3.87,2.11,1.76,Con Tope Aplicado
97271566,202405,2,4,5,1,1,171.8,12.03,10.7,1.32,Con Tope Aplicado
78862765,202405,3,4,10,8,1,80.4,5.63,5.63,0.0,Dentro del Tope
63848930,202405,1,4,15,14,1,191.1,13.38,6.76,6.62,Con Tope Aplicado
73748264,202405,3,4,7,1,1,275.7,19.3,5.61,13.69,Con Tope Aplicado
56861088,202405,2,4,1,3,1,57.4,4.02,1.59,2.42,Con Tope Aplicado
61089341,202405,2,4,5,4,1,50.1,3.51,2.38,1.13,Con Tope Aplicado
20081764,202405,3,4,5,5,1,210.9,14.76,7.42,7.35,Con Tope Aplicado
82491630,202405,2,4,7,1,1,30.1,2.11,1.25,0.86,Con Tope Aplicado
95521817,202405,5,4,15,1,1,852.6,59.68,8.89,50.79,Con Tope Aplicado
29501566,202405,1,4,11,3,1,63.5,4.45,4.45,0.0,Dentro del Tope
36199294,202405,1,4,3,4,2,156.6,10.96,9.0,1.96,Con Tope Aplicado
71720562,202405,1,4,3,8,1,60.5,4.24,4.17,0.07,Con Tope Aplicado
72208494,202405,4,4,9,6,1,953.3,66.73,20.54,46.19,Con Tope Aplicado
35923333,202405,1,4,3,2,1,53.3,3.73,3.73,0.0,Dentro del Tope
79107132,202405,2,4,15,3,1,149.4,10.46,6.36,4.1,Con Tope Aplicado
72734315,202405,1,4,3,4,1,53.2,3.72,2.34,1.39,Con Tope Aplicado
97556852,202405,1,4,11,1,1,52.7,3.69,3.69,0.0,Dentro del Tope
61174441,202405,2,4,11,2,1,94.3,6.6,6.13,0.47,Con Tope Aplicado
16701379,202405,2,4,2,4,1,291.4,20.4,8.56,11.84,Con Tope Aplicado
73502444,202405,1,4,10,2,1,33.9,2.37,2.37,0.0,Dentro del Tope
66623487,202405,1,4,11,11,1,81.0,5.67,5.67,0.0,Dentro del Tope
88961571,202405,1,4,7,1,1,178.3,12.48,12.17,0.31,Con Tope Aplicado
97379157,202405,3,4,11,15,1,195.6,13.69,9.52,4.18,Con Tope Aplicado
